path,duration_s,note_count,note_density,pitch_min,pitch_max,pitch_range,avg_pitch,avg_velocity,avg_note_dur_s,pc_entropy,n_instruments,filename,makam,tradition
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_108_pencgah_seyir.mid,47.92,77,1.607,67,79,12,72.7,96.0,0.592,2.7427,1,symbtr_108_pencgah_seyir.mid,pencgah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_109_neveser_kupe.mid,65.84,128,1.944,66,82,16,74.1,96.0,0.503,2.8636,1,symbtr_109_neveser_kupe.mid,neveser,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_110_dilkusa_sazsemaisi.mid,220.77,422,1.911,64,86,22,75.1,96.0,0.497,2.9601,1,symbtr_110_dilkusa_sazsemaisi.mid,dilkusa,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_111_kurdi_gerdaniye_kupe.mid,40.02,73,1.824,67,84,17,75.7,96.0,0.53,2.9065,1,symbtr_111_kurdi_gerdaniye_kupe.mid,kurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_112_muhayyer_murabba.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_112_muhayyer_murabba.mid,muhayyer,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_113_mahurbuselik_kupe.mid,71.97,95,1.32,67,84,17,75.9,96.0,0.737,2.8461,1,symbtr_113_mahurbuselik_kupe.mid,mahurbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_114_karcigar_kupe.mid,67.39,97,1.439,69,82,13,74.4,96.0,0.665,2.9765,1,symbtr_114_karcigar_kupe.mid,karcigar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_115_dilkeshaveran_kupe.mid,59.92,92,1.535,65,83,18,73.7,96.0,0.623,2.8841,1,symbtr_115_dilkeshaveran_kupe.mid,dilkeshaveran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_116_karcigar_sazsemaisi.mid,331.44,1077,3.249,67,84,17,75.4,95.7,0.293,3.0552,1,symbtr_116_karcigar_sazsemaisi.mid,karcigar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_117_sehnazbuselik_aranagme.mid,43.59,128,2.937,68,84,16,75.2,96.0,0.324,2.9743,1,symbtr_117_sehnazbuselik_aranagme.mid,sehnazbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_118_huseyni_pesrev.mid,331.78,551,1.661,67,86,19,77.7,96.0,0.556,2.9233,1,symbtr_118_huseyni_pesrev.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_119_muhayyerbuselik_kupe.mid,71.85,99,1.378,68,88,20,78.1,96.0,0.708,2.8702,1,symbtr_119_muhayyerbuselik_kupe.mid,muhayyerbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_120_hicaz_turku.mid,215.35,672,3.121,67,81,14,73.4,96.0,0.308,2.8168,1,symbtr_120_hicaz_turku.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_121_saba_turku.mid,113.3,316,2.789,67,77,10,71.4,96.0,0.342,2.5244,1,symbtr_121_saba_turku.mid,saba,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_122_mahur_pesrev.mid,196.88,407,2.067,62,84,22,75.3,94.5,0.46,2.896,1,symbtr_122_mahur_pesrev.mid,mahur,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_123_beyati_beste.mid,376.22,867,2.304,66,86,20,74.4,96.0,0.413,3.0113,1,symbtr_123_beyati_beste.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_124_suzidil_agirsemai.mid,259.92,551,2.12,64,87,23,75.4,95.2,0.455,2.9666,1,symbtr_124_suzidil_agirsemai.mid,suzidil,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_125_tahir_turku.mid,115.83,422,3.643,69,84,15,74.4,96.0,0.262,2.5361,1,symbtr_125_tahir_turku.mid,tahir,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_126_hisarbuselik_turku.mid,1.98,5,2.521,73,77,4,75.2,96.0,0.389,1.9219,1,symbtr_126_hisarbuselik_turku.mid,hisarbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_127_buselik_murabba.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_127_buselik_murabba.mid,buselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_128_buzurk_seyir.mid,63.8,96,1.505,64,83,19,73.2,96.0,0.633,3.0001,1,symbtr_128_buzurk_seyir.mid,buzurk,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_129_isfahanek_kupe.mid,67.27,96,1.427,69,84,15,75.5,96.0,0.666,3.131,1,symbtr_129_isfahanek_kupe.mid,isfahanek,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_130_hicaz_humayun_turku.mid,159.92,266,1.663,69,77,8,71.6,96.0,0.564,2.1109,1,symbtr_130_hicaz_humayun_turku.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_131_mahur_sarki.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_131_mahur_sarki.mid,mahur,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_132_ussak_sarki.mid,422.85,582,1.376,62,84,22,72.6,96.0,0.654,2.9733,1,symbtr_132_ussak_sarki.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_133_asiranmaye_kupe.mid,46.97,85,1.81,62,77,15,71.2,96.0,0.537,2.7682,1,symbtr_133_asiranmaye_kupe.mid,asiranmaye,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_134_gulzar_sazsemaisi.mid,394.83,1006,2.548,61,84,23,70.6,96.0,0.373,3.1331,1,symbtr_134_gulzar_sazsemaisi.mid,gulzar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_135_acemasiran_aranagme.mid,65.66,148,2.254,64,88,24,77.0,95.7,0.414,2.7461,1,symbtr_135_acemasiran_aranagme.mid,acemasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_136_muhayyerkurdi_sarki.mid,242.06,653,2.698,69,86,17,74.3,96.0,0.354,2.6442,1,symbtr_136_muhayyerkurdi_sarki.mid,muhayyerkurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_137_nikriz_sarki.mid,139.67,559,4.002,66,82,16,73.5,96.0,0.241,2.8504,1,symbtr_137_nikriz_sarki.mid,nikriz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_138_dilkeside_kupe.mid,47.85,95,1.985,61,84,23,72.8,96.0,0.492,2.9965,1,symbtr_138_dilkeside_kupe.mid,dilkeside,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_139_bestenigar_seyir.mid,35.92,63,1.754,66,81,15,72.9,96.0,0.543,2.7196,1,symbtr_139_bestenigar_seyir.mid,bestenigar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_140_askefza_pesrev.mid,312.6,523,1.673,62,88,26,71.9,96.0,0.568,3.0103,1,symbtr_140_askefza_pesrev.mid,askefza,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_141_huseyni_ornek_oz.mid,15.9,19,1.195,69,81,12,76.0,96.0,0.8,2.6498,1,symbtr_141_huseyni_ornek_oz.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_142_hicaz_zirgule_kupe.mid,67.33,87,1.292,66,81,15,72.0,96.0,0.739,2.7454,1,symbtr_142_hicaz_zirgule_kupe.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_143_hicazkar_sarki.mid,163.75,339,2.07,67,84,17,76.2,96.0,0.468,3.2392,1,symbtr_143_hicazkar_sarki.mid,hicazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_144_segah_maye_kupe.mid,68.43,102,1.491,67,79,12,72.4,96.0,0.65,2.7316,1,symbtr_144_segah_maye_kupe.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_145_hicaz_kocekce.mid,155.58,566,3.638,69,84,15,76.0,96.0,0.265,3.024,1,symbtr_145_hicaz_kocekce.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_146_ussak_sarki.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_146_ussak_sarki.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_147_ussak_beste.mid,191.3,443,2.316,64,81,17,71.7,96.0,0.39,2.9269,1,symbtr_147_ussak_beste.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_148_nisaburek_sarki.mid,160.01,365,2.281,64,85,21,75.0,96.0,0.422,3.0826,1,symbtr_148_nisaburek_sarki.mid,nisaburek,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_149_dilnisin_kupe.mid,65.76,111,1.688,66,83,17,72.9,96.0,0.577,2.8933,1,symbtr_149_dilnisin_kupe.mid,dilnisin,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_150_sultaniyegah_aranagme.mid,42.6,78,1.831,69,79,10,74.8,96.0,0.489,2.4054,1,symbtr_150_sultaniyegah_aranagme.mid,sultaniyegah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_151_huzzam_sarki.mid,80.7,158,1.958,67,84,17,74.8,96.0,0.496,2.7132,1,symbtr_151_huzzam_sarki.mid,huzzam,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_152_muhayyer_divan.mid,213.63,642,3.005,67,84,17,75.9,96.0,0.319,2.9315,1,symbtr_152_muhayyer_divan.mid,muhayyer,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_153_rastmaye_kupe.mid,65.84,123,1.868,66,82,16,72.7,96.0,0.521,2.992,1,symbtr_153_rastmaye_kupe.mid,rastmaye,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_154_sabazemzeme_kupe.mid,39.91,81,2.03,67,81,14,73.0,96.0,0.478,3.0689,1,symbtr_154_sabazemzeme_kupe.mid,sabazemzeme,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_155_rast_sarki.mid,177.75,403,2.267,62,81,19,72.6,96.0,0.422,2.8494,1,symbtr_155_rast_sarki.mid,rast,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_156_vechisehnaz_kupe.mid,67.26,85,1.264,69,84,15,77.0,96.0,0.756,3.2683,1,symbtr_156_vechisehnaz_kupe.mid,vechisehnaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_157_besteisfahan_kupe.mid,59.95,93,1.551,66,81,15,72.6,96.0,0.616,2.9955,1,symbtr_157_besteisfahan_kupe.mid,besteisfahan,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_158_muhayyerkurdi_turku.mid,119.98,416,3.467,69,82,13,74.5,95.8,0.276,2.7655,1,symbtr_158_muhayyerkurdi_turku.mid,muhayyerkurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_159_ussak_sarki.mid,115.9,216,1.864,67,84,17,74.1,92.3,0.516,2.6729,1,symbtr_159_ussak_sarki.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_160_rengidil_sarki.mid,84.92,140,1.649,64,85,21,72.7,96.0,0.581,2.9269,1,symbtr_160_rengidil_sarki.mid,rengidil,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_161_tahir_turku.mid,223.87,645,2.881,67,81,14,73.4,96.0,0.333,2.7123,1,symbtr_161_tahir_turku.mid,tahir,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_162_beyati_araban_ilahi.mid,213.4,516,2.418,67,84,17,76.4,96.0,0.403,3.1843,1,symbtr_162_beyati_araban_ilahi.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_163_hicaz_turku.mid,166.19,488,2.936,67,79,12,72.6,96.0,0.327,2.633,1,symbtr_163_hicaz_turku.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_164_huzzam_icedid_ilahi.mid,64.71,116,1.793,62,81,19,72.6,96.0,0.538,3.0469,1,symbtr_164_huzzam_icedid_ilahi.mid,huzzam,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_165_saba_turku.mid,124.35,468,3.764,69,77,8,71.6,96.0,0.255,2.037,1,symbtr_165_saba_turku.mid,saba,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_166_murekkep_isfahan_sarki.mid,164.23,393,2.393,67,84,17,74.5,96.0,0.404,2.8888,1,symbtr_166_murekkep_isfahan_sarki.mid,murekkep,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_167_sipihr_kupe.mid,67.26,73,1.085,69,84,15,77.0,96.0,0.879,3.0042,1,symbtr_167_sipihr_kupe.mid,sipihr,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_168_muhayyer_turku.mid,190.29,450,2.365,66,84,18,76.2,96.0,0.386,2.7867,1,symbtr_168_muhayyer_turku.mid,muhayyer,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_169_ussak_kurthavasi.mid,58.63,128,2.183,66,79,13,72.2,96.0,0.386,2.8027,1,symbtr_169_ussak_kurthavasi.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_170_segah_sarki.mid,179.92,428,2.379,67,84,17,76.1,95.6,0.406,3.1216,1,symbtr_170_segah_sarki.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_171_sehnaz_sarki.mid,179.95,339,1.884,68,86,18,76.9,96.0,0.518,3.1396,1,symbtr_171_sehnaz_sarki.mid,sehnaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_172_ruhnuvaz_seyir.mid,31.9,49,1.536,63,79,16,70.4,96.0,0.62,2.8589,1,symbtr_172_ruhnuvaz_seyir.mid,ruhnuvaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_173_gulizar_kocekce.mid,157.35,397,2.523,67,84,17,76.2,96.0,0.381,3.1602,1,symbtr_173_gulizar_kocekce.mid,gulizar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_174_buselikasiran_seyir.mid,79.8,142,1.779,62,84,22,72.2,96.0,0.535,3.0924,1,symbtr_174_buselikasiran_seyir.mid,buselikasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_175_hicaz_sarki.mid,173.02,458,2.647,62,83,21,73.5,96.0,0.365,3.118,1,symbtr_175_hicaz_sarki.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_176_rasticedid_kupe.mid,65.84,118,1.792,62,79,17,70.9,96.0,0.544,3.0539,1,symbtr_176_rasticedid_kupe.mid,rasticedid,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_177_nisabureyn_pesrev.mid,313.18,883,2.819,64,88,24,76.1,96.0,0.336,3.3651,1,symbtr_177_nisabureyn_pesrev.mid,nisabureyn,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_178_ussak_seyir.mid,26.58,53,1.994,66,81,15,72.6,96.0,0.478,2.9091,1,symbtr_178_ussak_seyir.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_179_rahatulervah_seyir.mid,63.8,87,1.364,62,81,19,71.2,96.0,0.699,3.0613,1,symbtr_179_rahatulervah_seyir.mid,rahatulervah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_180_hicaz_sarki.mid,166.79,430,2.578,67,83,16,73.2,96.0,0.378,2.9155,1,symbtr_180_hicaz_sarki.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_181_karcigar_sarki.mid,195.76,482,2.462,67,84,17,74.9,96.0,0.391,2.9426,1,symbtr_181_karcigar_sarki.mid,karcigar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_182_ussak_sarki.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_182_ussak_sarki.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_183_dugah_ilahi.mid,180.17,288,1.599,65,81,16,71.4,96.0,0.611,3.1275,1,symbtr_183_dugah_ilahi.mid,dugah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_184_suzinak_agirsemai.mid,170.51,467,2.739,67,84,17,74.7,96.0,0.355,2.869,1,symbtr_184_suzinak_agirsemai.mid,suzinak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_185_nevabuselik_sarki.mid,127.95,312,2.438,67,81,14,72.6,96.0,0.343,2.7297,1,symbtr_185_nevabuselik_sarki.mid,nevabuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_186_sultaniirak_kupe.mid,67.26,87,1.293,65,79,14,72.4,96.0,0.739,3.0535,1,symbtr_186_sultaniirak_kupe.mid,sultaniirak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_187_muhayyerkurdi_sazsemaisi.mid,181.92,490,2.693,69,87,18,76.3,96.0,0.352,3.0114,1,symbtr_187_muhayyerkurdi_sazsemaisi.mid,muhayyerkurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_188_segah_sarki.mid,211.12,370,1.753,67,84,17,74.8,95.8,0.548,2.9804,1,symbtr_188_segah_sarki.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_189_evic_seyir.mid,47.92,68,1.419,66,83,17,74.3,96.0,0.671,2.7146,1,symbtr_189_evic_seyir.mid,evic,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_190_hicaz_humayun_turku.mid,56.28,174,3.092,69,79,10,74.3,96.0,0.309,2.6403,1,symbtr_190_hicaz_humayun_turku.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_191_guldeste_sazsemaisi.mid,218.11,404,1.852,64,86,22,75.0,96.0,0.513,2.9287,1,symbtr_191_guldeste_sazsemaisi.mid,guldeste,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_192_araban_kupe.mid,39.91,79,1.98,66,84,18,75.7,96.0,0.491,2.7815,1,symbtr_192_araban_kupe.mid,araban,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_193_huseyni_sarki.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_193_huseyni_sarki.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_194_gerdaniyebuselik_kupe.mid,71.85,97,1.35,68,84,16,75.9,96.0,0.72,2.9451,1,symbtr_194_gerdaniyebuselik_kupe.mid,gerdaniyebuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_195_huseyni_sarki.mid,163.57,380,2.323,67,81,14,74.7,96.0,0.415,2.8439,1,symbtr_195_huseyni_sarki.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_196_rast_sarki.mid,139.69,344,2.463,62,81,19,72.1,96.0,0.354,2.8702,1,symbtr_196_rast_sarki.mid,rast,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_197_ruyiirak_sazsemaisi.mid,181.61,439,2.417,65,81,16,72.6,96.0,0.393,3.1669,1,symbtr_197_ruyiirak_sazsemaisi.mid,ruyiirak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_198_neva_agirsemai.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_198_neva_agirsemai.mid,neva,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_199_rast_sarki.mid,187.07,356,1.903,67,84,17,74.9,96.0,0.461,3.1043,1,symbtr_199_rast_sarki.mid,rast,turkish_makam
