tradition,label,file,seq_len,n_pitch_tokens,n_velocity_tokens,n_duration_tokens,n_position_tokens,n_bar_tokens,unique_pitches,unique_token_ids
hindustani,Hindustani,hindustani_013_Basanti_kedar.mid,16153,4088,4088,4088,3391,498,45,131
hindustani,Hindustani,hindustani_014_Shuddh_sarang.mid,16127,4096,4096,4096,3439,400,44,139
hindustani,Hindustani,hindustani_015_Kalyan.mid,45957,11787,11787,11787,9586,1010,51,155
hindustani,Hindustani,hindustani_016_Saraswati.mid,19113,4958,4958,4958,3846,393,46,139
hindustani,Hindustani,hindustani_017_Kirwani.mid,11201,2802,2802,2802,2495,300,45,130
hindustani,Hindustani,hindustani_018_Ramdasi_malhar.mid,12047,3045,3045,3045,2582,330,37,138
hindustani,Hindustani,hindustani_019_Megh.mid,35546,9099,9099,9099,7371,878,47,150
hindustani,Hindustani,hindustani_020_Chandrakauns.mid,4765,1203,1203,1203,1039,117,41,127
hindustani,Hindustani,hindustani_021_Khokar.mid,14490,3668,3668,3668,3076,410,33,111
hindustani,Hindustani,hindustani_022_Madhukauns.mid,5548,1336,1336,1336,1259,281,38,145
hindustani,Hindustani,hindustani_023_Jogia.mid,8435,2155,2155,2155,1763,207,43,120
hindustani,Hindustani,hindustani_024_Bhairabi.mid,12540,3164,3164,3164,2749,299,37,126
hindustani,Hindustani,hindustani_025_Nat_Kamod.mid,9867,2508,2508,2508,2071,272,37,112
hindustani,Hindustani,hindustani_026_Lalit_pancham.mid,42388,10753,10753,10753,9115,1014,50,152
hindustani,Hindustani,hindustani_027_Marubihag.mid,18661,4721,4721,4721,4020,478,43,143
hindustani,Hindustani,hindustani_028_Marwa.mid,11931,2748,2748,2748,2724,963,37,137
hindustani,Hindustani,hindustani_029_Dhani.mid,41982,10656,10656,10656,8996,1018,50,126
hindustani,Hindustani,hindustani_030_Rageshri.mid,10186,2584,2584,2584,2189,245,42,145
hindustani,Hindustani,hindustani_031_Lalat.mid,43230,10862,10862,10862,9429,1215,56,161
hindustani,Hindustani,hindustani_032_Jait_Kalyan.mid,30486,7738,7738,7738,6542,730,44,149
hindustani,Hindustani,hindustani_033_Lalat.mid,4313,1057,1057,1057,954,188,35,142
hindustani,Hindustani,hindustani_034_Bibhas.mid,13793,3447,3447,3447,3030,422,41,131
hindustani,Hindustani,hindustani_035_Miya_malhar.mid,6197,1515,1515,1515,1380,272,39,147
hindustani,Hindustani,hindustani_036_Bahar.mid,31058,7826,7826,7826,6750,830,43,144
hindustani,Hindustani,hindustani_037_Dagori.mid,11940,3048,3048,3048,2478,318,43,123
hindustani,Hindustani,hindustani_038_Bhairabi.mid,20499,5346,5346,5346,4104,357,47,144
hindustani,Hindustani,hindustani_039_Puriya_dhanashree.mid,8300,2114,2114,2114,1763,195,41,141
hindustani,Hindustani,hindustani_040_Bhairabi.mid,24420,6176,6176,6176,5319,573,54,141
hindustani,Hindustani,hindustani_041_Komal_rishabh_asavari.mid,26112,6537,6537,6537,5791,710,49,146
hindustani,Hindustani,hindustani_042_Sohini.mid,1804,462,462,462,375,43,26,89
hindustani,Hindustani,hindustani_043_Yaman_kalyan.mid,10310,2455,2455,2455,2407,538,33,132
hindustani,Hindustani,hindustani_044_Triveni_gauri.mid,15065,3654,3654,3654,3354,749,38,111
hindustani,Hindustani,hindustani_045_Bilaskhani_todi.mid,17832,4515,4515,4515,3863,424,44,141
hindustani,Hindustani,hindustani_046_Jog.mid,44340,10994,10994,10994,9906,1452,45,148
hindustani,Hindustani,hindustani_047_Maajh_khamaj.mid,7148,1826,1826,1826,1511,159,40,122
hindustani,Hindustani,hindustani_048_Jog.mid,37912,9315,9315,9315,8404,1563,44,156
hindustani,Hindustani,hindustani_049_Mishra_kalingada.mid,8845,2143,2143,2143,2024,392,31,102
hindustani,Hindustani,hindustani_050_Hindol_Pancham.mid,14025,3538,3538,3538,3049,362,42,120
hindustani,Hindustani,hindustani_051_Shree.mid,13373,3068,3068,3068,3051,1118,40,139
hindustani,Hindustani,hindustani_052_Shuddha_kalyan.mid,18629,4754,4754,4754,3918,449,44,146
hindustani,Hindustani,hindustani_053_Bhimpalas.mid,33315,8477,8477,8477,7080,804,48,149
hindustani,Hindustani,hindustani_054_Khamaj.mid,38060,10059,10059,10059,7304,579,40,148
hindustani,Hindustani,hindustani_055_Todi.mid,67667,16821,16821,16821,15085,2119,46,155
hindustani,Hindustani,hindustani_056_Shree.mid,89114,22712,22712,22712,19006,1972,54,162
hindustani,Hindustani,hindustani_057_Lagan_Gandhar.mid,43168,10780,10780,10780,9361,1467,55,150
hindustani,Hindustani,hindustani_058_Kalavati.mid,7969,2056,2056,2056,1630,171,39,125
hindustani,Hindustani,hindustani_059_Malkauns.mid,6784,1724,1724,1724,1446,166,36,125
carnatic,Carnatic,carnatic_000_Shloka_Sri_Ramachandra_Shrita_.mid,392,99,99,99,81,14,19,88
carnatic,Carnatic,carnatic_001_Nera_Nammiti.mid,7785,1951,1951,1951,1659,273,35,115
carnatic,Carnatic,carnatic_002_shanmukhapriya.mid,14964,3832,3832,3832,3093,375,33,110
carnatic,Carnatic,carnatic_003_sindhubhairavi.mid,6549,1650,1650,1650,1437,162,33,113
carnatic,Carnatic,carnatic_004_sahana.mid,6858,1759,1759,1759,1413,168,29,103
carnatic,Carnatic,carnatic_005_kamavardani.mid,27170,6792,6792,6792,5995,799,42,142
carnatic,Carnatic,carnatic_006_madyamavati.mid,890,212,212,212,208,46,24,89
carnatic,Carnatic,carnatic_007_padi.mid,5436,1311,1311,1311,1260,243,39,118
carnatic,Carnatic,carnatic_008_thodi.mid,13100,3097,3097,3097,2993,816,43,127
carnatic,Carnatic,carnatic_009_simhendra_madhyamam.mid,21531,4967,4967,4967,4838,1792,43,142
carnatic,Carnatic,carnatic_010_manirangu.mid,3821,925,925,925,855,191,33,107
carnatic,Carnatic,carnatic_011_kalyani.mid,4499,1103,1103,1103,1004,186,33,105
carnatic,Carnatic,carnatic_012_harikambhoji.mid,3641,878,878,878,810,197,34,110
carnatic,Carnatic,carnatic_013_janaranjani.mid,6763,1615,1615,1615,1521,397,48,130
carnatic,Carnatic,carnatic_014_natakapriya.mid,17508,4053,4053,4053,3869,1480,57,157
carnatic,Carnatic,carnatic_015_behag.mid,3178,767,767,767,709,168,33,103
carnatic,Carnatic,carnatic_016_vasanta.mid,4575,1152,1152,1152,970,149,34,104
carnatic,Carnatic,carnatic_017_Tillana.mid,4544,1144,1144,1144,988,124,34,118
carnatic,Carnatic,carnatic_018_chittaranjani.mid,4354,1098,1098,1098,934,126,37,128
carnatic,Carnatic,carnatic_019_kedaram.mid,7876,1887,1887,1887,1831,384,40,117
carnatic,Carnatic,carnatic_020_chakravakam.mid,6269,1504,1504,1504,1438,319,45,121
carnatic,Carnatic,carnatic_021_saranga.mid,3870,936,936,936,887,175,37,102
carnatic,Carnatic,carnatic_022_rasikapriya.mid,28165,7048,7048,7048,6231,790,45,154
carnatic,Carnatic,carnatic_023_thodi.mid,32300,8009,8009,8009,7162,1111,53,156
carnatic,Carnatic,carnatic_024_Gange_Maam_Pahi.mid,4892,1237,1237,1237,1058,123,30,108
carnatic,Carnatic,carnatic_025_kadanakutuhulam.mid,2649,641,641,641,602,124,37,108
carnatic,Carnatic,carnatic_026_Gopi_Gopala_Bala.mid,5910,1434,1434,1434,1371,237,38,115
carnatic,Carnatic,carnatic_027_ragamalika.mid,4641,1118,1118,1118,1077,210,40,117
carnatic,Carnatic,carnatic_028_ragamalika.mid,4389,1072,1072,1072,1016,157,42,112
carnatic,Carnatic,carnatic_029_Budham_Aashrayami.mid,18409,4603,4603,4603,4033,567,42,134
carnatic,Carnatic,carnatic_030_Sami_Dayajuda.mid,5773,1425,1425,1425,1275,223,31,113
carnatic,Carnatic,carnatic_031_RTP_Andholika.mid,28710,7057,7057,7057,6380,1159,47,146
carnatic,Carnatic,carnatic_032_Sarasamukhi_Sakala.mid,3787,941,941,941,831,133,31,104
carnatic,Carnatic,carnatic_033_nadanamakriya.mid,2495,635,635,635,528,62,22,87
carnatic,Carnatic,carnatic_034_madyamavati.mid,2713,665,665,665,614,104,31,102
carnatic,Carnatic,carnatic_035_punnaga_varali.mid,3415,853,853,853,740,116,26,90
carnatic,Carnatic,carnatic_036_jaganmohini.mid,9963,2488,2488,2488,2143,356,34,110
carnatic,Carnatic,carnatic_037_mandhari.mid,6546,1620,1620,1620,1452,234,27,98
carnatic,Carnatic,carnatic_038_vakulabharanam.mid,21182,5295,5295,5295,4638,659,38,127
carnatic,Carnatic,carnatic_039_Dharini_Telusukonti.mid,30824,7677,7677,7677,6792,1001,49,145
carnatic,Carnatic,carnatic_040_Karuna_Ela_Gante.mid,16446,4118,4118,4118,3626,466,45,139
carnatic,Carnatic,carnatic_041_Gam_Ganapate.mid,7250,1814,1814,1814,1586,222,33,108
carnatic,Carnatic,carnatic_042_Kailasapathe.mid,42933,10696,10696,10696,9509,1336,47,141
carnatic,Carnatic,carnatic_043_Lalitha_Lavanga.mid,6120,1530,1530,1530,1370,160,32,106
carnatic,Carnatic,carnatic_044_Tolinenu_Jesina.mid,4224,1057,1057,1057,924,129,32,102
carnatic,Carnatic,carnatic_045_Neene_Ballideno.mid,10371,2526,2526,2526,2393,400,36,122
carnatic,Carnatic,carnatic_046_Paragu_Matada.mid,16363,3965,3965,3965,3772,696,43,134
carnatic,Carnatic,carnatic_047_Tamburi_Mitidava.mid,2701,659,659,659,630,94,23,92
carnatic,Carnatic,carnatic_048_bhairavi.mid,23702,5560,5560,5560,5456,1566,52,155
carnatic,Carnatic,carnatic_049_Gamakakriya.mid,15767,3738,3738,3738,3692,861,44,140
carnatic,Carnatic,carnatic_050_kalgada.mid,2719,653,653,653,632,128,28,97
carnatic,Carnatic,carnatic_051_Dorakuna.mid,31025,7700,7700,7700,6903,1022,56,156
carnatic,Carnatic,carnatic_052_Ganamuda_Panam.mid,28018,6963,6963,6963,6241,888,54,153
carnatic,Carnatic,carnatic_053_riti_gaula.mid,13970,3348,3348,3348,3248,678,54,145
carnatic,Carnatic,carnatic_054_Shlokham.mid,19563,4614,4614,4614,4550,1171,51,145
carnatic,Carnatic,carnatic_055_gambhira_nata.mid,2992,705,705,705,687,190,24,94
carnatic,Carnatic,carnatic_056_thodi.mid,1604,380,380,380,367,97,23,90
carnatic,Carnatic,carnatic_057_Janakipathe.mid,25377,6204,6204,6204,5869,896,50,143
carnatic,Carnatic,carnatic_058_Kanakangaka_Guha.mid,4609,1146,1146,1146,1034,137,33,102
carnatic,Carnatic,carnatic_059_Vinakayunna_Della.mid,17003,4154,4154,4154,3964,577,46,137
irish_folk,Irish Folk,irish_000_27_reel.mid,480,116,116,116,116,16,11,23
irish_folk,Irish Folk,irish_001_1_reel.mid,952,230,230,230,230,32,12,24
irish_folk,Irish Folk,irish_002_182_reel.mid,1085,263,263,263,263,33,10,28
irish_folk,Irish Folk,irish_003_64_reel.mid,992,240,240,240,240,32,12,25
irish_folk,Irish Folk,irish_004_8_reel.mid,960,232,232,232,232,32,10,22
irish_folk,Irish Folk,irish_005_116_reel.mid,468,113,113,113,113,16,12,24
irish_folk,Irish Folk,irish_006_248_reel.mid,920,222,222,222,222,32,11,24
irish_folk,Irish Folk,irish_007_73_reel.mid,740,179,179,179,179,24,9,24
irish_folk,Irish Folk,irish_008_42_reel.mid,1260,305,305,305,305,40,9,26
irish_folk,Irish Folk,irish_009_98_reel.mid,920,222,222,222,222,32,12,25
irish_folk,Irish Folk,irish_010_68_reel.mid,464,112,112,112,112,16,10,22
irish_folk,Irish Folk,irish_011_103_reel.mid,976,236,236,236,236,32,14,26
irish_folk,Irish Folk,irish_012_74_reel.mid,2480,600,600,600,600,80,11,23
irish_folk,Irish Folk,irish_013_197_reel.mid,1016,246,246,246,246,32,13,25
irish_folk,Irish Folk,irish_014_20_reel.mid,1472,356,356,356,356,48,12,24
irish_folk,Irish Folk,irish_015_72_reel.mid,968,234,234,234,234,32,11,24
irish_folk,Irish Folk,irish_016_208_reel.mid,1000,242,242,242,242,32,10,22
irish_folk,Irish Folk,irish_017_113_reel.mid,492,119,119,119,119,16,11,23
irish_folk,Irish Folk,irish_018_2_reel.mid,1192,288,288,288,288,40,12,24
irish_folk,Irish Folk,irish_019_69_reel.mid,944,228,228,228,228,32,11,24
irish_folk,Irish Folk,irish_020_118_reel.mid,1000,242,242,242,242,32,12,24
irish_folk,Irish Folk,irish_021_75_reel.mid,928,224,224,224,224,32,9,21
irish_folk,Irish Folk,irish_022_221_reel.mid,984,238,238,238,238,32,12,30
irish_folk,Irish Folk,irish_023_517_reel.mid,1456,352,352,352,352,48,11,29
irish_folk,Irish Folk,irish_024_589_reel.mid,472,114,114,114,114,16,11,23
irish_folk,Irish Folk,irish_025_141_reel.mid,480,116,116,116,116,16,8,23
irish_folk,Irish Folk,irish_026_511_reel.mid,1232,298,298,298,298,40,11,23
irish_folk,Irish Folk,irish_027_727_reel.mid,1052,256,256,256,252,32,8,30
irish_folk,Irish Folk,irish_028_21_reel.mid,472,114,114,114,114,16,11,23
irish_folk,Irish Folk,irish_029_33_reel.mid,1848,446,446,446,446,64,17,30
irish_folk,Irish Folk,irish_030_636_reel.mid,1049,254,254,254,254,33,11,27
irish_folk,Irish Folk,irish_031_462_reel.mid,1280,308,308,308,308,48,11,28
irish_folk,Irish Folk,irish_032_543_reel.mid,1480,358,358,358,358,48,14,32
irish_folk,Irish Folk,irish_033_560_reel.mid,1552,376,376,376,376,48,14,35
irish_folk,Irish Folk,irish_034_518_reel.mid,1392,336,336,336,336,48,9,22
irish_folk,Irish Folk,irish_035_222_reel.mid,484,117,117,117,117,16,13,25
irish_folk,Irish Folk,irish_036_86_reel.mid,888,214,214,214,214,32,15,28
irish_folk,Irish Folk,irish_037_114_reel.mid,968,234,234,234,234,32,13,26
irish_folk,Irish Folk,irish_038_399_reel.mid,992,240,240,240,240,32,13,31
irish_folk,Irish Folk,irish_039_87_reel.mid,464,112,112,112,112,16,11,23
irish_folk,Irish Folk,irish_040_430_reel.mid,488,118,118,118,118,16,11,23
irish_folk,Irish Folk,irish_041_646_reel.mid,1000,242,242,242,242,32,11,32
irish_folk,Irish Folk,irish_042_138_reel.mid,1024,248,248,248,248,32,13,35
irish_folk,Irish Folk,irish_043_115_reel.mid,1440,348,348,348,348,48,13,25
irish_folk,Irish Folk,irish_044_18_reel.mid,912,220,220,220,220,32,7,20
irish_folk,Irish Folk,irish_045_432_reel.mid,1116,269,269,269,269,40,11,24
irish_folk,Irish Folk,irish_046_791_reel.mid,952,230,230,230,230,32,8,20
irish_folk,Irish Folk,irish_047_570_reel.mid,688,166,166,166,166,24,9,27
irish_folk,Irish Folk,irish_048_857_reel.mid,884,213,213,213,213,32,9,21
irish_folk,Irish Folk,irish_049_726_reel.mid,440,106,106,106,106,16,10,28
irish_folk,Irish Folk,irish_050_188_reel.mid,732,177,177,177,177,24,8,25
irish_folk,Irish Folk,irish_051_105_reel.mid,1024,248,248,248,248,32,11,30
irish_folk,Irish Folk,irish_052_5270_reel.mid,832,200,200,200,200,32,12,28
irish_folk,Irish Folk,irish_053_99_reel.mid,1024,248,248,248,248,32,14,26
irish_folk,Irish Folk,irish_054_219_reel.mid,576,140,140,140,140,16,12,31
irish_folk,Irish Folk,irish_055_602_reel.mid,864,208,208,208,208,32,14,27
irish_folk,Irish Folk,irish_056_605_reel.mid,744,180,180,180,180,24,12,27
irish_folk,Irish Folk,irish_057_1977_reel.mid,984,238,238,238,238,32,12,24
irish_folk,Irish Folk,irish_058_2549_reel.mid,880,212,212,212,212,32,13,25
irish_folk,Irish Folk,irish_059_440_reel.mid,1489,360,360,360,360,49,14,32
irish_folk,Irish Folk,irish_060_756_reel.mid,762,188,188,188,174,24,11,35
irish_folk,Irish Folk,irish_061_703_reel.mid,1600,388,388,388,388,48,11,25
irish_folk,Irish Folk,irish_062_410_reel.mid,1480,358,358,358,358,48,12,24
irish_folk,Irish Folk,irish_063_363_reel.mid,896,216,216,216,216,32,9,22
irish_folk,Irish Folk,irish_064_346_reel.mid,1432,348,348,348,344,44,10,32
irish_folk,Irish Folk,irish_065_2221_reel.mid,1000,242,242,242,242,32,9,25
irish_folk,Irish Folk,irish_066_891_reel.mid,1456,352,352,352,352,48,13,29
irish_folk,Irish Folk,irish_067_44_reel.mid,952,230,230,230,230,32,9,21
irish_folk,Irish Folk,irish_068_1499_reel.mid,952,230,230,230,230,32,9,25
irish_folk,Irish Folk,irish_069_55_jig.mid,704,170,170,170,170,24,11,24
irish_folk,Irish Folk,irish_070_71_jig.mid,672,162,162,162,162,24,12,25
irish_folk,Irish Folk,irish_071_9_jig.mid,1020,246,246,246,246,36,13,26
irish_folk,Irish Folk,irish_072_108_jig.mid,1028,248,248,248,248,36,9,21
irish_folk,Irish Folk,irish_073_106_jig.mid,1100,266,266,266,266,36,10,22
irish_folk,Irish Folk,irish_074_19_jig.mid,760,184,184,184,184,24,10,22
irish_folk,Irish Folk,irish_075_5_jig.mid,2540,614,614,614,614,84,9,22
irish_folk,Irish Folk,irish_076_60_jig.mid,1092,264,264,264,264,36,9,22
irish_folk,Irish Folk,irish_077_62_jig.mid,1536,372,372,372,372,48,10,22
irish_folk,Irish Folk,irish_078_12_jig.mid,712,172,172,172,172,24,12,25
irish_folk,Irish Folk,irish_079_15_jig.mid,660,159,159,159,159,24,9,22
irish_folk,Irish Folk,irish_080_111_jig.mid,1140,276,276,276,276,36,9,22
irish_folk,Irish Folk,irish_081_92_jig.mid,760,184,184,184,184,24,11,23
irish_folk,Irish Folk,irish_082_76_jig.mid,736,178,178,178,178,24,10,23
irish_folk,Irish Folk,irish_083_702_jig.mid,752,182,182,182,182,24,11,23
irish_folk,Irish Folk,irish_084_256_jig.mid,712,172,172,172,172,24,11,24
irish_folk,Irish Folk,irish_085_67_jig.mid,1536,372,372,372,372,48,13,25
irish_folk,Irish Folk,irish_086_793_jig.mid,757,183,183,183,183,25,8,22
irish_folk,Irish Folk,irish_087_29_jig.mid,2452,592,592,592,592,84,12,25
irish_folk,Irish Folk,irish_088_88_jig.mid,1092,264,264,264,264,36,10,22
irish_folk,Irish Folk,irish_089_582_jig.mid,712,172,172,172,172,24,11,24
irish_folk,Irish Folk,irish_090_307_jig.mid,752,182,182,182,182,24,9,21
irish_folk,Irish Folk,irish_091_381_jig.mid,728,176,176,176,176,24,12,25
irish_folk,Irish Folk,irish_092_107_jig.mid,3180,768,768,768,768,108,8,21
irish_folk,Irish Folk,irish_093_447_jig.mid,2200,532,532,532,532,72,13,26
irish_folk,Irish Folk,irish_094_544_jig.mid,733,177,177,177,177,25,11,27
irish_folk,Irish Folk,irish_095_35_jig.mid,1416,342,342,342,342,48,9,22
irish_folk,Irish Folk,irish_096_43_jig.mid,760,184,184,184,184,24,11,23
irish_folk,Irish Folk,irish_097_26_jig.mid,1084,262,262,262,262,36,12,25
irish_folk,Irish Folk,irish_098_89_jig.mid,728,176,176,176,176,24,12,25
irish_folk,Irish Folk,irish_099_56_jig.mid,640,154,154,154,154,24,8,21
irish_folk,Irish Folk,irish_100_45_jig.mid,1132,274,274,274,274,36,9,21
irish_folk,Irish Folk,irish_101_109_jig.mid,1124,272,272,272,272,36,9,21
irish_folk,Irish Folk,irish_102_829_jig.mid,352,85,85,85,85,12,12,25
irish_folk,Irish Folk,irish_103_139_jig.mid,632,152,152,152,152,24,10,23
irish_folk,Irish Folk,irish_104_210_jig.mid,1416,342,342,342,342,48,13,26
irish_folk,Irish Folk,irish_105_308_jig.mid,1212,294,294,294,294,36,11,30
irish_folk,Irish Folk,irish_106_84_jig.mid,1036,250,250,250,250,36,12,25
irish_folk,Irish Folk,irish_107_151_jig.mid,760,184,184,184,184,24,11,24
irish_folk,Irish Folk,irish_108_476_jig.mid,1012,244,244,244,244,36,11,24
irish_folk,Irish Folk,irish_109_160_jig.mid,709,171,171,171,171,25,13,26
irish_folk,Irish Folk,irish_110_335_jig.mid,768,186,186,186,186,24,9,21
irish_folk,Irish Folk,irish_111_448_jig.mid,664,160,160,160,160,24,13,28
irish_folk,Irish Folk,irish_112_81_jig.mid,2405,580,580,580,580,85,11,24
irish_folk,Irish Folk,irish_113_91_jig.mid,1156,280,280,280,280,36,11,24
irish_folk,Irish Folk,irish_114_667_jig.mid,722,175,175,175,173,24,10,26
irish_folk,Irish Folk,irish_115_382_jig.mid,1108,268,268,268,268,36,12,25
irish_folk,Irish Folk,irish_116_1076_jig.mid,716,173,173,173,173,24,11,27
irish_folk,Irish Folk,irish_117_342_jig.mid,1140,276,276,276,276,36,12,26
irish_folk,Irish Folk,irish_118_299_jig.mid,1164,282,282,282,282,36,14,29
irish_folk,Irish Folk,irish_119_775_jig.mid,736,178,178,178,178,24,12,25
irish_folk,Irish Folk,irish_120_467_jig.mid,1100,266,266,266,266,36,10,22
irish_folk,Irish Folk,irish_121_449_waltz.mid,728,170,170,170,170,48,12,27
irish_folk,Irish Folk,irish_122_211_waltz.mid,564,135,135,135,135,24,11,26
irish_folk,Irish Folk,irish_123_4997_waltz.mid,832,196,196,196,196,48,16,31
irish_folk,Irish Folk,irish_125_957_waltz.mid,1151,317,317,317,176,24,20,52
irish_folk,Irish Folk,irish_126_601_waltz.mid,343,80,80,80,80,23,12,29
irish_folk,Irish Folk,irish_127_562_waltz.mid,604,145,145,145,145,24,14,28
irish_folk,Irish Folk,irish_128_790_waltz.mid,632,152,152,152,152,24,11,23
irish_folk,Irish Folk,irish_129_1292_waltz.mid,967,233,233,233,220,48,8,50
irish_folk,Irish Folk,irish_130_1016_waltz.mid,587,159,159,159,95,15,19,46
irish_folk,Irish Folk,irish_131_1055_waltz.mid,1048,250,250,250,250,48,12,27
irish_folk,Irish Folk,irish_132_4906_waltz.mid,380,89,89,89,89,24,8,23
irish_folk,Irish Folk,irish_133_3690_waltz.mid,788,223,223,223,100,19,15,45
irish_folk,Irish Folk,irish_134_187_waltz.mid,673,162,162,162,162,25,10,30
irish_folk,Irish Folk,irish_136_986_waltz.mid,404,95,95,95,95,24,11,26
irish_folk,Irish Folk,irish_137_1678_waltz.mid,470,112,112,112,110,24,10,32
irish_folk,Irish Folk,irish_138_441_polka.mid,276,67,67,67,67,8,11,26
irish_folk,Irish Folk,irish_139_1075_polka.mid,472,114,114,114,114,16,7,21
irish_folk,Irish Folk,irish_140_39_polka.mid,480,116,116,116,116,16,6,21
irish_folk,Irish Folk,irish_141_238_polka.mid,472,114,114,114,114,16,13,28
irish_folk,Irish Folk,irish_142_291_polka.mid,945,230,230,230,230,25,9,30
irish_folk,Irish Folk,irish_143_357_polka.mid,613,149,149,149,149,17,13,40
irish_folk,Irish Folk,irish_144_85_polka.mid,576,140,140,140,140,16,9,28
irish_folk,Irish Folk,irish_145_481_polka.mid,480,116,116,116,116,16,7,23
irish_folk,Irish Folk,irish_146_239_polka.mid,472,114,114,114,114,16,9,24
irish_folk,Irish Folk,irish_147_583_polka.mid,710,193,193,193,116,15,15,39
irish_folk,Irish Folk,irish_148_2434_polka.mid,358,96,96,96,62,8,17,43
irish_folk,Irish Folk,irish_149_418_polka.mid,528,128,128,128,128,16,7,24
irish_folk,Irish Folk,irish_150_531_polka.mid,728,176,176,176,176,24,9,26
irish_folk,Irish Folk,irish_151_1529_polka.mid,680,166,166,166,166,16,10,30
irish_folk,Irish Folk,irish_152_466_polka.mid,792,192,192,192,192,24,9,25
irish_folk,Irish Folk,irish_153_83_hornpipe.mid,944,228,228,228,228,32,13,25
irish_folk,Irish Folk,irish_154_475_hornpipe.mid,1200,288,288,288,288,48,14,28
irish_folk,Irish Folk,irish_155_49_hornpipe.mid,1056,256,256,256,256,32,11,32
irish_folk,Irish Folk,irish_156_651_hornpipe.mid,944,228,228,228,228,32,11,26
irish_folk,Irish Folk,irish_157_30_hornpipe.mid,968,234,234,234,234,32,10,23
irish_folk,Irish Folk,irish_158_566_hornpipe.mid,1282,340,340,340,230,32,21,42
irish_folk,Irish Folk,irish_159_13_hornpipe.mid,984,238,238,238,238,32,14,26
irish_folk,Irish Folk,irish_160_310_hornpipe.mid,1408,340,340,340,340,48,13,29
irish_folk,Irish Folk,irish_161_1356_hornpipe.mid,896,216,216,216,216,32,12,25
irish_folk,Irish Folk,irish_162_478_hornpipe.mid,1032,250,250,250,250,32,12,29
irish_folk,Irish Folk,irish_163_872_hornpipe.mid,1024,248,248,248,248,32,13,28
irish_folk,Irish Folk,irish_164_82_hornpipe.mid,736,176,176,176,176,32,11,25
irish_folk,Irish Folk,irish_165_980_hornpipe.mid,944,228,228,228,228,32,10,23
irish_folk,Irish Folk,irish_166_38_hornpipe.mid,936,226,226,226,226,32,13,25
irish_folk,Irish Folk,irish_167_10_slip_jig.mid,611,146,146,146,146,27,12,25
irish_folk,Irish Folk,irish_168_52_slip_jig.mid,1373,332,332,332,332,45,13,26
irish_folk,Irish Folk,irish_169_750_slip_jig.mid,510,123,123,123,123,18,11,27
irish_folk,Irish Folk,irish_170_593_slip_jig.mid,438,105,105,105,105,18,10,23
irish_folk,Irish Folk,irish_171_482_slip_jig.mid,972,234,234,234,234,36,13,26
irish_folk,Irish Folk,irish_172_2410_slip_jig.mid,478,115,115,115,115,18,9,22
irish_folk,Irish Folk,irish_173_879_slip_jig.mid,1320,319,319,319,318,45,14,35
irish_folk,Irish Folk,irish_174_4320_march.mid,468,111,111,111,111,24,8,19
irish_folk,Irish Folk,irish_175_2516_march.mid,332,79,79,79,79,16,11,24
irish_folk,Irish Folk,irish_176_1308_march.mid,672,160,160,160,160,32,13,27
irish_folk,Irish Folk,irish_177_7_march.mid,936,226,226,226,226,32,9,24
irish_folk,Irish Folk,irish_179_706_march.mid,883,239,239,239,146,20,19,42
irish_folk,Irish Folk,irish_180_1863_march.mid,656,156,156,156,156,32,13,28
irish_folk,Irish Folk,irish_181_1307_barndance.mid,784,188,188,188,188,32,8,23
irish_folk,Irish Folk,irish_182_1615_barndance.mid,944,228,228,228,228,32,8,21
irish_folk,Irish Folk,irish_183_2067_barndance.mid,1062,258,258,258,256,32,12,30
irish_folk,Irish Folk,irish_184_444_barndance.mid,860,207,207,207,207,32,10,24
irish_folk,Irish Folk,irish_185_4577_barndance.mid,1088,260,260,260,260,48,8,20
irish_folk,Irish Folk,irish_186_1376_barndance.mid,1411,343,343,343,334,48,11,40
irish_folk,Irish Folk,irish_187_3016_strathspey.mid,808,194,194,194,194,32,10,36
irish_folk,Irish Folk,irish_188_1746_strathspey.mid,592,144,144,144,144,16,9,33
irish_folk,Irish Folk,irish_189_647_strathspey.mid,456,110,110,110,110,16,7,24
irish_folk,Irish Folk,irish_190_170_strathspey.mid,1184,288,288,288,288,32,12,33
irish_folk,Irish Folk,irish_192_250_slide.mid,576,138,138,138,138,24,10,23
irish_folk,Irish Folk,irish_193_70_slide.mid,1036,250,250,250,250,36,13,26
irish_folk,Irish Folk,irish_194_53_slide.mid,560,134,134,134,134,24,9,22
irish_folk,Irish Folk,irish_195_1398_slide.mid,552,132,132,132,132,24,11,24
irish_folk,Irish Folk,irish_196_5476_mazurka.mid,640,154,154,154,154,24,12,26
irish_folk,Irish Folk,irish_197_2320_mazurka.mid,473,112,112,112,112,25,10,24
irish_folk,Irish Folk,irish_198_2081_three-two.mid,340,82,82,82,82,12,6,18
irish_folk,Irish Folk,irish_199_5151_three-two.mid,1116,270,270,270,270,36,7,24
turkish_makam,Turkish Makam,symbtr_000_rast_seyir.mid,352,85,85,85,85,12,13,34
turkish_makam,Turkish Makam,symbtr_001_neva_seyir.mid,500,120,120,120,120,20,12,35
turkish_makam,Turkish Makam,symbtr_002_sababuselik_kupe.mid,414,99,99,99,99,18,10,32
turkish_makam,Turkish Makam,symbtr_003_rast_sarki.mid,1845,418,418,418,418,173,13,40
